model_id,packet_id,run_index,output_id,output_level,reference_concept_id,recovered_votes,unmatched_votes,cannot_judge_votes,panel_status,unanimous
gpt-5.6-sol,syn_dreaddit_01,3,syn_dreaddit_01__run3__gpt-5.6-sol,code,R02,3,0,0,recovered,1
gpt-5.6-sol,syn_dreaddit_01,3,syn_dreaddit_01__run3__gpt-5.6-sol,code,R03,3,0,0,recovered,1
gpt-5.6-sol,syn_dreaddit_01,3,syn_dreaddit_01__run3__gpt-5.6-sol,code,R04,3,0,0,recovered,1
gpt-5.6-sol,syn_dreaddit_01,3,syn_dreaddit_01__run3__gpt-5.6-sol,code,R05,3,0,0,recovered,1
gpt-5.6-sol,syn_dreaddit_01,3,syn_dreaddit_01__run3__gpt-5.6-sol,theme,R01,3,0,0,recovered,1
gpt-5.6-sol,syn_dreaddit_01,3,syn_dreaddit_01__run3__gpt-5.6-sol,theme,R02,3,0,0,recovered,1
gpt-5.6-sol,syn_dreaddit_01,3,syn_dreaddit_01__run3__gpt-5.6-sol,theme,R03,3,0,0,recovered,1
gpt-5.6-sol,syn_dreaddit_01,3,syn_dreaddit_01__run3__gpt-5.6-sol,theme,R04,3,0,0,recovered,1
gpt-5.6-sol,syn_dreaddit_01,3,syn_dreaddit_01__run3__gpt-5.6-sol,theme,R05,3,0,0,recovered,1
gpt-5.6-sol,syn_kodis_01,1,syn_kodis_01__run1__gpt-5.6-sol,code,R01,3,0,0,recovered,1
gpt-5.6-sol,syn_kodis_01,1,syn_kodis_01__run1__gpt-5.6-sol,code,R02,3,0,0,recovered,1
gpt-5.6-sol,syn_kodis_01,1,syn_kodis_01__run1__gpt-5.6-sol,code,R03,3,0,0,recovered,1
gpt-5.6-sol,syn_kodis_01,1,syn_kodis_01__run1__gpt-5.6-sol,code,R04,1,2,0,unmatched,0
gpt-5.6-sol,syn_kodis_01,1,syn_kodis_01__run1__gpt-5.6-sol,code,R05,3,0,0,recovered,1
gpt-5.6-sol,syn_kodis_01,1,syn_kodis_01__run1__gpt-5.6-sol,theme,R01,3,0,0,recovered,1
gpt-5.6-sol,syn_kodis_01,1,syn_kodis_01__run1__gpt-5.6-sol,theme,R02,3,0,0,recovered,1
gpt-5.6-sol,syn_kodis_01,1,syn_kodis_01__run1__gpt-5.6-sol,theme,R03,3,0,0,recovered,1
gpt-5.6-sol,syn_kodis_01,1,syn_kodis_01__run1__gpt-5.6-sol,theme,R04,3,0,0,recovered,1
gpt-5.6-sol,syn_kodis_01,1,syn_kodis_01__run1__gpt-5.6-sol,theme,R05,3,0,0,recovered,1
gpt-5.6-sol,syn_kodis_01,2,syn_kodis_01__run2__gpt-5.6-sol,code,R01,3,0,0,recovered,1
gpt-5.6-sol,syn_kodis_01,2,syn_kodis_01__run2__gpt-5.6-sol,code,R02,3,0,0,recovered,1
gpt-5.6-sol,syn_kodis_01,2,syn_kodis_01__run2__gpt-5.6-sol,code,R03,3,0,0,recovered,1
gpt-5.6-sol,syn_kodis_01,2,syn_kodis_01__run2__gpt-5.6-sol,code,R04,3,0,0,recovered,1
gpt-5.6-sol,syn_kodis_01,2,syn_kodis_01__run2__gpt-5.6-sol,code,R05,3,0,0,recovered,1
gpt-5.6-sol,syn_kodis_01,2,syn_kodis_01__run2__gpt-5.6-sol,theme,R01,3,0,0,recovered,1
gpt-5.6-sol,syn_kodis_01,2,syn_kodis_01__run2__gpt-5.6-sol,theme,R02,1,2,0,unmatched,0
gpt-5.6-sol,syn_kodis_01,2,syn_kodis_01__run2__gpt-5.6-sol,theme,R03,3,0,0,recovered,1
gpt-5.6-sol,syn_kodis_01,2,syn_kodis_01__run2__gpt-5.6-sol,theme,R04,3,0,0,recovered,1
gpt-5.6-sol,syn_kodis_01,2,syn_kodis_01__run2__gpt-5.6-sol,theme,R05,3,0,0,recovered,1
gpt-5.6-sol,syn_kodis_01,3,syn_kodis_01__run3__gpt-5.6-sol,code,R01,3,0,0,recovered,1
gpt-5.6-sol,syn_kodis_01,3,syn_kodis_01__run3__gpt-5.6-sol,code,R02,3,0,0,recovered,1
gpt-5.6-sol,syn_kodis_01,3,syn_kodis_01__run3__gpt-5.6-sol,code,R03,3,0,0,recovered,1
gpt-5.6-sol,syn_kodis_01,3,syn_kodis_01__run3__gpt-5.6-sol,code,R04,3,0,0,recovered,1
gpt-5.6-sol,syn_kodis_01,3,syn_kodis_01__run3__gpt-5.6-sol,code,R05,3,0,0,recovered,1
gpt-5.6-sol,syn_kodis_01,3,syn_kodis_01__run3__gpt-5.6-sol,theme,R01,3,0,0,recovered,1
gpt-5.6-sol,syn_kodis_01,3,syn_kodis_01__run3__gpt-5.6-sol,theme,R02,3,0,0,recovered,1
gpt-5.6-sol,syn_kodis_01,3,syn_kodis_01__run3__gpt-5.6-sol,theme,R03,2,1,0,recovered,0
gpt-5.6-sol,syn_kodis_01,3,syn_kodis_01__run3__gpt-5.6-sol,theme,R04,3,0,0,recovered,1
gpt-5.6-sol,syn_kodis_01,3,syn_kodis_01__run3__gpt-5.6-sol,theme,R05,3,0,0,recovered,1
gpt-5.6-terra,syn_agyw_01,1,syn_agyw_01__run1__gpt-5.6-terra,code,R01,3,0,0,recovered,1
gpt-5.6-terra,syn_agyw_01,1,syn_agyw_01__run1__gpt-5.6-terra,code,R02,3,0,0,recovered,1
gpt-5.6-terra,syn_agyw_01,1,syn_agyw_01__run1__gpt-5.6-terra,code,R03,3,0,0,recovered,1
gpt-5.6-terra,syn_agyw_01,1,syn_agyw_01__run1__gpt-5.6-terra,code,R04,3,0,0,recovered,1
gpt-5.6-terra,syn_agyw_01,1,syn_agyw_01__run1__gpt-5.6-terra,code,R05,3,0,0,recovered,1
gpt-5.6-terra,syn_agyw_01,1,syn_agyw_01__run1__gpt-5.6-terra,code,R06,0,3,0,unmatched,1
gpt-5.6-terra,syn_agyw_01,1,syn_agyw_01__run1__gpt-5.6-terra,theme,R01,3,0,0,recovered,1
gpt-5.6-terra,syn_agyw_01,1,syn_agyw_01__run1__gpt-5.6-terra,theme,R02,3,0,0,recovered,1
gpt-5.6-terra,syn_agyw_01,1,syn_agyw_01__run1__gpt-5.6-terra,theme,R03,3,0,0,recovered,1
gpt-5.6-terra,syn_agyw_01,1,syn_agyw_01__run1__gpt-5.6-terra,theme,R04,3,0,0,recovered,1
gpt-5.6-terra,syn_agyw_01,1,syn_agyw_01__run1__gpt-5.6-terra,theme,R05,3,0,0,recovered,1
gpt-5.6-terra,syn_agyw_01,1,syn_agyw_01__run1__gpt-5.6-terra,theme,R06,0,3,0,unmatched,1
gpt-5.6-terra,syn_agyw_01,2,syn_agyw_01__run2__gpt-5.6-terra,code,R01,3,0,0,recovered,1
gpt-5.6-terra,syn_agyw_01,2,syn_agyw_01__run2__gpt-5.6-terra,code,R02,3,0,0,recovered,1
gpt-5.6-terra,syn_agyw_01,2,syn_agyw_01__run2__gpt-5.6-terra,code,R03,3,0,0,recovered,1
gpt-5.6-terra,syn_agyw_01,2,syn_agyw_01__run2__gpt-5.6-terra,code,R04,3,0,0,recovered,1
gpt-5.6-terra,syn_agyw_01,2,syn_agyw_01__run2__gpt-5.6-terra,code,R05,3,0,0,recovered,1
gpt-5.6-terra,syn_agyw_01,2,syn_agyw_01__run2__gpt-5.6-terra,code,R06,0,3,0,unmatched,1
gpt-5.6-terra,syn_agyw_01,2,syn_agyw_01__run2__gpt-5.6-terra,theme,R01,3,0,0,recovered,1
gpt-5.6-terra,syn_agyw_01,2,syn_agyw_01__run2__gpt-5.6-terra,theme,R02,3,0,0,recovered,1
gpt-5.6-terra,syn_agyw_01,2,syn_agyw_01__run2__gpt-5.6-terra,theme,R03,3,0,0,recovered,1
gpt-5.6-terra,syn_agyw_01,2,syn_agyw_01__run2__gpt-5.6-terra,theme,R04,3,0,0,recovered,1
gpt-5.6-terra,syn_agyw_01,2,syn_agyw_01__run2__gpt-5.6-terra,theme,R05,3,0,0,recovered,1
gpt-5.6-terra,syn_agyw_01,2,syn_agyw_01__run2__gpt-5.6-terra,theme,R06,0,3,0,unmatched,1
gpt-5.6-terra,syn_agyw_01,3,syn_agyw_01__run3__gpt-5.6-terra,code,R01,3,0,0,recovered,1
gpt-5.6-terra,syn_agyw_01,3,syn_agyw_01__run3__gpt-5.6-terra,code,R02,3,0,0,recovered,1
gpt-5.6-terra,syn_agyw_01,3,syn_agyw_01__run3__gpt-5.6-terra,code,R03,3,0,0,recovered,1
gpt-5.6-terra,syn_agyw_01,3,syn_agyw_01__run3__gpt-5.6-terra,code,R04,3,0,0,recovered,1
gpt-5.6-terra,syn_agyw_01,3,syn_agyw_01__run3__gpt-5.6-terra,code,R05,3,0,0,recovered,1
gpt-5.6-terra,syn_agyw_01,3,syn_agyw_01__run3__gpt-5.6-terra,code,R06,0,3,0,unmatched,1
gpt-5.6-terra,syn_agyw_01,3,syn_agyw_01__run3__gpt-5.6-terra,theme,R01,3,0,0,recovered,1
gpt-5.6-terra,syn_agyw_01,3,syn_agyw_01__run3__gpt-5.6-terra,theme,R02,3,0,0,recovered,1
gpt-5.6-terra,syn_agyw_01,3,syn_agyw_01__run3__gpt-5.6-terra,theme,R03,3,0,0,recovered,1
gpt-5.6-terra,syn_agyw_01,3,syn_agyw_01__run3__gpt-5.6-terra,theme,R04,3,0,0,recovered,1
gpt-5.6-terra,syn_agyw_01,3,syn_agyw_01__run3__gpt-5.6-terra,theme,R05,3,0,0,recovered,1
gpt-5.6-terra,syn_agyw_01,3,syn_agyw_01__run3__gpt-5.6-terra,theme,R06,0,3,0,unmatched,1
gpt-5.6-terra,syn_candor_01,1,syn_candor_01__run1__gpt-5.6-terra,code,R01,3,0,0,recovered,1
gpt-5.6-terra,syn_candor_01,1,syn_candor_01__run1__gpt-5.6-terra,code,R02,3,0,0,recovered,1
gpt-5.6-terra,syn_candor_01,1,syn_candor_01__run1__gpt-5.6-terra,code,R03,3,0,0,recovered,1
gpt-5.6-terra,syn_candor_01,1,syn_candor_01__run1__gpt-5.6-terra,code,R04,3,0,0,recovered,1
gpt-5.6-terra,syn_candor_01,1,syn_candor_01__run1__gpt-5.6-terra,code,R05,3,0,0,recovered,1
gpt-5.6-terra,syn_candor_01,1,syn_candor_01__run1__gpt-5.6-terra,theme,R01,3,0,0,recovered,1
gpt-5.6-terra,syn_candor_01,1,syn_candor_01__run1__gpt-5.6-terra,theme,R02,3,0,0,recovered,1
gpt-5.6-terra,syn_candor_01,1,syn_candor_01__run1__gpt-5.6-terra,theme,R03,3,0,0,recovered,1
gpt-5.6-terra,syn_candor_01,1,syn_candor_01__run1__gpt-5.6-terra,theme,R04,3,0,0,recovered,1
gpt-5.6-terra,syn_candor_01,1,syn_candor_01__run1__gpt-5.6-terra,theme,R05,2,1,0,recovered,0
gpt-5.6-terra,syn_candor_01,2,syn_candor_01__run2__gpt-5.6-terra,code,R01,3,0,0,recovered,1
gpt-5.6-terra,syn_candor_01,2,syn_candor_01__run2__gpt-5.6-terra,code,R02,3,0,0,recovered,1
gpt-5.6-terra,syn_candor_01,2,syn_candor_01__run2__gpt-5.6-terra,code,R03,3,0,0,recovered,1
gpt-5.6-terra,syn_candor_01,2,syn_candor_01__run2__gpt-5.6-terra,code,R04,3,0,0,recovered,1
gpt-5.6-terra,syn_candor_01,2,syn_candor_01__run2__gpt-5.6-terra,code,R05,3,0,0,recovered,1
gpt-5.6-terra,syn_candor_01,2,syn_candor_01__run2__gpt-5.6-terra,theme,R01,3,0,0,recovered,1
gpt-5.6-terra,syn_candor_01,2,syn_candor_01__run2__gpt-5.6-terra,theme,R02,2,1,0,recovered,0
gpt-5.6-terra,syn_candor_01,2,syn_candor_01__run2__gpt-5.6-terra,theme,R03,3,0,0,recovered,1
gpt-5.6-terra,syn_candor_01,2,syn_candor_01__run2__gpt-5.6-terra,theme,R04,3,0,0,recovered,1
gpt-5.6-terra,syn_candor_01,2,syn_candor_01__run2__gpt-5.6-terra,theme,R05,1,2,0,unmatched,0
gpt-5.6-terra,syn_candor_01,3,syn_candor_01__run3__gpt-5.6-terra,code,R01,3,0,0,recovered,1
gpt-5.6-terra,syn_candor_01,3,syn_candor_01__run3__gpt-5.6-terra,code,R02,3,0,0,recovered,1
gpt-5.6-terra,syn_candor_01,3,syn_candor_01__run3__gpt-5.6-terra,code,R03,3,0,0,recovered,1
gpt-5.6-terra,syn_candor_01,3,syn_candor_01__run3__gpt-5.6-terra,code,R04,3,0,0,recovered,1
gpt-5.6-terra,syn_candor_01,3,syn_candor_01__run3__gpt-5.6-terra,code,R05,3,0,0,recovered,1
gpt-5.6-terra,syn_candor_01,3,syn_candor_01__run3__gpt-5.6-terra,theme,R01,3,0,0,recovered,1
gpt-5.6-terra,syn_candor_01,3,syn_candor_01__run3__gpt-5.6-terra,theme,R02,3,0,0,recovered,1
gpt-5.6-terra,syn_candor_01,3,syn_candor_01__run3__gpt-5.6-terra,theme,R03,3,0,0,recovered,1
gpt-5.6-terra,syn_candor_01,3,syn_candor_01__run3__gpt-5.6-terra,theme,R04,3,0,0,recovered,1
gpt-5.6-terra,syn_candor_01,3,syn_candor_01__run3__gpt-5.6-terra,theme,R05,1,2,0,unmatched,0
gpt-5.6-terra,syn_dreaddit_01,1,syn_dreaddit_01__run1__gpt-5.6-terra,code,R01,3,0,0,recovered,1
gpt-5.6-terra,syn_dreaddit_01,1,syn_dreaddit_01__run1__gpt-5.6-terra,code,R02,3,0,0,recovered,1
gpt-5.6-terra,syn_dreaddit_01,1,syn_dreaddit_01__run1__gpt-5.6-terra,code,R03,3,0,0,recovered,1
gpt-5.6-terra,syn_dreaddit_01,1,syn_dreaddit_01__run1__gpt-5.6-terra,code,R04,3,0,0,recovered,1
gpt-5.6-terra,syn_dreaddit_01,1,syn_dreaddit_01__run1__gpt-5.6-terra,code,R05,3,0,0,recovered,1
gpt-5.6-terra,syn_dreaddit_01,1,syn_dreaddit_01__run1__gpt-5.6-terra,theme,R01,3,0,0,recovered,1
gpt-5.6-terra,syn_dreaddit_01,1,syn_dreaddit_01__run1__gpt-5.6-terra,theme,R02,3,0,0,recovered,1
gpt-5.6-terra,syn_dreaddit_01,1,syn_dreaddit_01__run1__gpt-5.6-terra,theme,R03,3,0,0,recovered,1
gpt-5.6-terra,syn_dreaddit_01,1,syn_dreaddit_01__run1__gpt-5.6-terra,theme,R04,3,0,0,recovered,1
gpt-5.6-terra,syn_dreaddit_01,1,syn_dreaddit_01__run1__gpt-5.6-terra,theme,R05,3,0,0,recovered,1
gpt-5.6-terra,syn_dreaddit_01,2,syn_dreaddit_01__run2__gpt-5.6-terra,code,R01,3,0,0,recovered,1
gpt-5.6-terra,syn_dreaddit_01,2,syn_dreaddit_01__run2__gpt-5.6-terra,code,R02,3,0,0,recovered,1
gpt-5.6-terra,syn_dreaddit_01,2,syn_dreaddit_01__run2__gpt-5.6-terra,code,R03,3,0,0,recovered,1
gpt-5.6-terra,syn_dreaddit_01,2,syn_dreaddit_01__run2__gpt-5.6-terra,code,R04,3,0,0,recovered,1
gpt-5.6-terra,syn_dreaddit_01,2,syn_dreaddit_01__run2__gpt-5.6-terra,code,R05,3,0,0,recovered,1
gpt-5.6-terra,syn_dreaddit_01,2,syn_dreaddit_01__run2__gpt-5.6-terra,theme,R01,3,0,0,recovered,1
gpt-5.6-terra,syn_dreaddit_01,2,syn_dreaddit_01__run2__gpt-5.6-terra,theme,R02,3,0,0,recovered,1
gpt-5.6-terra,syn_dreaddit_01,2,syn_dreaddit_01__run2__gpt-5.6-terra,theme,R03,3,0,0,recovered,1
gpt-5.6-terra,syn_dreaddit_01,2,syn_dreaddit_01__run2__gpt-5.6-terra,theme,R04,0,3,0,unmatched,1
gpt-5.6-terra,syn_dreaddit_01,2,syn_dreaddit_01__run2__gpt-5.6-terra,theme,R05,2,1,0,recovered,0
gpt-5.6-terra,syn_dreaddit_01,3,syn_dreaddit_01__run3__gpt-5.6-terra,code,R01,3,0,0,recovered,1
gpt-5.6-terra,syn_dreaddit_01,3,syn_dreaddit_01__run3__gpt-5.6-terra,code,R02,3,0,0,recovered,1
gpt-5.6-terra,syn_dreaddit_01,3,syn_dreaddit_01__run3__gpt-5.6-terra,code,R03,3,0,0,recovered,1
gpt-5.6-terra,syn_dreaddit_01,3,syn_dreaddit_01__run3__gpt-5.6-terra,code,R04,3,0,0,recovered,1
gpt-5.6-terra,syn_dreaddit_01,3,syn_dreaddit_01__run3__gpt-5.6-terra,code,R05,3,0,0,recovered,1
gpt-5.6-terra,syn_dreaddit_01,3,syn_dreaddit_01__run3__gpt-5.6-terra,theme,R01,3,0,0,recovered,1
gpt-5.6-terra,syn_dreaddit_01,3,syn_dreaddit_01__run3__gpt-5.6-terra,theme,R02,3,0,0,recovered,1
gpt-5.6-terra,syn_dreaddit_01,3,syn_dreaddit_01__run3__gpt-5.6-terra,theme,R03,3,0,0,recovered,1
gpt-5.6-terra,syn_dreaddit_01,3,syn_dreaddit_01__run3__gpt-5.6-terra,theme,R04,3,0,0,recovered,1
gpt-5.6-terra,syn_dreaddit_01,3,syn_dreaddit_01__run3__gpt-5.6-terra,theme,R05,2,1,0,recovered,0
gpt-5.6-terra,syn_kodis_01,1,syn_kodis_01__run1__gpt-5.6-terra,code,R01,3,0,0,recovered,1
gpt-5.6-terra,syn_kodis_01,1,syn_kodis_01__run1__gpt-5.6-terra,code,R02,3,0,0,recovered,1
gpt-5.6-terra,syn_kodis_01,1,syn_kodis_01__run1__gpt-5.6-terra,code,R03,3,0,0,recovered,1
gpt-5.6-terra,syn_kodis_01,1,syn_kodis_01__run1__gpt-5.6-terra,code,R04,3,0,0,recovered,1
gpt-5.6-terra,syn_kodis_01,1,syn_kodis_01__run1__gpt-5.6-terra,code,R05,3,0,0,recovered,1
gpt-5.6-terra,syn_kodis_01,1,syn_kodis_01__run1__gpt-5.6-terra,theme,R01,3,0,0,recovered,1
gpt-5.6-terra,syn_kodis_01,1,syn_kodis_01__run1__gpt-5.6-terra,theme,R02,3,0,0,recovered,1
gpt-5.6-terra,syn_kodis_01,1,syn_kodis_01__run1__gpt-5.6-terra,theme,R03,3,0,0,recovered,1
gpt-5.6-terra,syn_kodis_01,1,syn_kodis_01__run1__gpt-5.6-terra,theme,R04,3,0,0,recovered,1
gpt-5.6-terra,syn_kodis_01,1,syn_kodis_01__run1__gpt-5.6-terra,theme,R05,3,0,0,recovered,1
gpt-5.6-terra,syn_kodis_01,2,syn_kodis_01__run2__gpt-5.6-terra,code,R01,3,0,0,recovered,1
gpt-5.6-terra,syn_kodis_01,2,syn_kodis_01__run2__gpt-5.6-terra,code,R02,3,0,0,recovered,1
gpt-5.6-terra,syn_kodis_01,2,syn_kodis_01__run2__gpt-5.6-terra,code,R03,3,0,0,recovered,1
gpt-5.6-terra,syn_kodis_01,2,syn_kodis_01__run2__gpt-5.6-terra,code,R04,3,0,0,recovered,1
gpt-5.6-terra,syn_kodis_01,2,syn_kodis_01__run2__gpt-5.6-terra,code,R05,3,0,0,recovered,1
gpt-5.6-terra,syn_kodis_01,2,syn_kodis_01__run2__gpt-5.6-terra,theme,R01,3,0,0,recovered,1
gpt-5.6-terra,syn_kodis_01,2,syn_kodis_01__run2__gpt-5.6-terra,theme,R02,3,0,0,recovered,1
gpt-5.6-terra,syn_kodis_01,2,syn_kodis_01__run2__gpt-5.6-terra,theme,R03,1,2,0,unmatched,0
gpt-5.6-terra,syn_kodis_01,2,syn_kodis_01__run2__gpt-5.6-terra,theme,R04,3,0,0,recovered,1
gpt-5.6-terra,syn_kodis_01,2,syn_kodis_01__run2__gpt-5.6-terra,theme,R05,3,0,0,recovered,1
gpt-5.6-terra,syn_kodis_01,3,syn_kodis_01__run3__gpt-5.6-terra,code,R01,3,0,0,recovered,1
gpt-5.6-terra,syn_kodis_01,3,syn_kodis_01__run3__gpt-5.6-terra,code,R02,3,0,0,recovered,1
gpt-5.6-terra,syn_kodis_01,3,syn_kodis_01__run3__gpt-5.6-terra,code,R03,3,0,0,recovered,1
gpt-5.6-terra,syn_kodis_01,3,syn_kodis_01__run3__gpt-5.6-terra,code,R04,3,0,0,recovered,1
gpt-5.6-terra,syn_kodis_01,3,syn_kodis_01__run3__gpt-5.6-terra,code,R05,3,0,0,recovered,1
gpt-5.6-terra,syn_kodis_01,3,syn_kodis_01__run3__gpt-5.6-terra,theme,R01,3,0,0,recovered,1
gpt-5.6-terra,syn_kodis_01,3,syn_kodis_01__run3__gpt-5.6-terra,theme,R02,3,0,0,recovered,1
gpt-5.6-terra,syn_kodis_01,3,syn_kodis_01__run3__gpt-5.6-terra,theme,R03,3,0,0,recovered,1
gpt-5.6-terra,syn_kodis_01,3,syn_kodis_01__run3__gpt-5.6-terra,theme,R04,3,0,0,recovered,1
gpt-5.6-terra,syn_kodis_01,3,syn_kodis_01__run3__gpt-5.6-terra,theme,R05,3,0,0,recovered,1
