model_id,model_dir,corpus_id,packet_id,status,validation_errors,disposition,requested_expertise,confidence,serious_error_flags,output_file
llama3.1:8b,llama3_1_8b,goemotions,PKT_021d1ef35686eeee,valid,,revise,domain,4,unsupported_inference,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/llama3_1_8b/PKT_021d1ef35686eeee.json
llama3.1:8b,llama3_1_8b,goemotions,PKT_022322af119a7731,valid,,revise,domain,4,contextual_flattening,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/llama3_1_8b/PKT_022322af119a7731.json
llama3.1:8b,llama3_1_8b,goemotions,PKT_0228c973a230dd6c,valid,,revise,domain,4,lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/llama3_1_8b/PKT_0228c973a230dd6c.json
llama3.1:8b,llama3_1_8b,goemotions,PKT_022a11d4f4861770,valid,,revise,none,4,unsupported_abstraction,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/llama3_1_8b/PKT_022a11d4f4861770.json
llama3.1:8b,llama3_1_8b,goemotions,PKT_022bd4e543446c85,valid,,revise,domain,4,unsupported_inference,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/llama3_1_8b/PKT_022bd4e543446c85.json
llama3.1:8b,llama3_1_8b,goemotions,PKT_023432d7aeab4a5e,valid,,revise,none,4,,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/llama3_1_8b/PKT_023432d7aeab4a5e.json
llama3.1:8b,llama3_1_8b,goemotions,PKT_02391ca58ecf506b,valid,,revise,domain,4,unsupported_inference;contextual_flattening,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/llama3_1_8b/PKT_02391ca58ecf506b.json
llama3.1:8b,llama3_1_8b,goemotions,PKT_024a1d8bde2829ef,valid,,revise,none,4,unsupported_inference,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/llama3_1_8b/PKT_024a1d8bde2829ef.json
llama3.1:8b,llama3_1_8b,goemotions,PKT_0255af118aa35285,valid,,revise,none,4,unsupported_abstraction,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/llama3_1_8b/PKT_0255af118aa35285.json
llama3.1:8b,llama3_1_8b,goemotions,PKT_026ff420eddebd10,valid,,revise,none,4,unsupported_inference,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/llama3_1_8b/PKT_026ff420eddebd10.json
llama3.1:8b,llama3_1_8b,goemotions,PKT_0276acac69fd8cbb,valid,,revise,none,4,,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/llama3_1_8b/PKT_0276acac69fd8cbb.json
llama3.1:8b,llama3_1_8b,goemotions,PKT_0288397ea2c10469,valid,,revise,none,4,,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/llama3_1_8b/PKT_0288397ea2c10469.json
llama3.1:8b,llama3_1_8b,goemotions,PKT_02a6e39e4b37f78f,valid,,revise,none,4,,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/llama3_1_8b/PKT_02a6e39e4b37f78f.json
llama3.1:8b,llama3_1_8b,goemotions,PKT_02b3259b89a737f2,valid,,revise,domain,4,unsupported_inference,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/llama3_1_8b/PKT_02b3259b89a737f2.json
llama3.1:8b,llama3_1_8b,goemotions,PKT_02b91c02b41bdf68,valid,,revise,none,4,,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/llama3_1_8b/PKT_02b91c02b41bdf68.json
llama3.1:8b,llama3_1_8b,goemotions,PKT_02bface836cf5283,valid,,revise,none,4,unsupported_inference,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/llama3_1_8b/PKT_02bface836cf5283.json
llama3.1:8b,llama3_1_8b,goemotions,PKT_02c8fa3f58678a9a,valid,,revise,domain,4,lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/llama3_1_8b/PKT_02c8fa3f58678a9a.json
llama3.1:8b,llama3_1_8b,goemotions,PKT_02def0ab542325cc,valid,,revise,domain,4,unsupported_inference,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/llama3_1_8b/PKT_02def0ab542325cc.json
llama3.1:8b,llama3_1_8b,goemotions,PKT_030d198bd1972a7c,valid,,revise,domain,4,lost_negative_case;contextual_flattening,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/llama3_1_8b/PKT_030d198bd1972a7c.json
llama3.1:8b,llama3_1_8b,goemotions,PKT_0333d1d7aa1779b8,valid,,revise,none,4,,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/llama3_1_8b/PKT_0333d1d7aa1779b8.json
qwen3:8b,qwen3_8b,goemotions,PKT_00005d167f87fb17,valid,,revise,none,3,unsupported_abstraction;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_00005d167f87fb17.json
qwen3:8b,qwen3_8b,goemotions,PKT_0010ecd8fd3eca60,valid,,escalate,qualitative_methods,3,contextual_flattening;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_0010ecd8fd3eca60.json
qwen3:8b,qwen3_8b,goemotions,PKT_001596e290026e08,valid,,revise,none,3,unsupported_abstraction,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_001596e290026e08.json
qwen3:8b,qwen3_8b,goemotions,PKT_0017e5c3903b9ad4,valid,,revise,none,3,contextual_flattening;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_0017e5c3903b9ad4.json
qwen3:8b,qwen3_8b,goemotions,PKT_0026a48e20161b6f,valid,,revise,none,3,unsupported_abstraction;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_0026a48e20161b6f.json
qwen3:8b,qwen3_8b,goemotions,PKT_00433099784ffadb,valid,,revise,none,3,lost_negative_case;contextual_flattening,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_00433099784ffadb.json
qwen3:8b,qwen3_8b,goemotions,PKT_005093a0fddff098,valid,,revise,none,3,lost_negative_case;contextual_flattening,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_005093a0fddff098.json
qwen3:8b,qwen3_8b,goemotions,PKT_0055c57ac3d69401,valid,,escalate,both,3,,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_0055c57ac3d69401.json
qwen3:8b,qwen3_8b,goemotions,PKT_0056d5f31cab3583,valid,,revise,none,3,lost_negative_case;contextual_flattening,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_0056d5f31cab3583.json
qwen3:8b,qwen3_8b,goemotions,PKT_005b67a97bcb5979,valid,,revise,none,3,contextual_flattening;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_005b67a97bcb5979.json
qwen3:8b,qwen3_8b,goemotions,PKT_005e65fd7f7074cb,valid,,revise,none,3,unsupported_abstraction;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_005e65fd7f7074cb.json
qwen3:8b,qwen3_8b,goemotions,PKT_006d2babce7c21c3,valid,,revise,none,3,unsupported_abstraction,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_006d2babce7c21c3.json
qwen3:8b,qwen3_8b,goemotions,PKT_00718eb46b52df49,valid,,revise,none,3,hidden_source_concentration;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_00718eb46b52df49.json
qwen3:8b,qwen3_8b,goemotions,PKT_008417d0761ed618,valid,,revise,none,3,unsupported_abstraction,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_008417d0761ed618.json
qwen3:8b,qwen3_8b,goemotions,PKT_008a039a6610db69,valid,,escalate,both,3,,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_008a039a6610db69.json
qwen3:8b,qwen3_8b,goemotions,PKT_0091d5eccea35fb4,valid,,reject,none,1,contextual_flattening;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_0091d5eccea35fb4.json
qwen3:8b,qwen3_8b,goemotions,PKT_0092d303126ba068,valid,,revise,none,3,unsupported_abstraction;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_0092d303126ba068.json
qwen3:8b,qwen3_8b,goemotions,PKT_009c2ee513296351,valid,,revise,none,3,unsupported_abstraction,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_009c2ee513296351.json
qwen3:8b,qwen3_8b,goemotions,PKT_00a398a6e7072686,valid,,revise,none,3,unsupported_abstraction,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_00a398a6e7072686.json
qwen3:8b,qwen3_8b,goemotions,PKT_00a4a122feec7645,valid,,revise,none,3,unsupported_abstraction,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_00a4a122feec7645.json
qwen3:8b,qwen3_8b,goemotions,PKT_00a4f8a32802907f,valid,,revise,none,3,contextual_flattening;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_00a4f8a32802907f.json
qwen3:8b,qwen3_8b,goemotions,PKT_00b836ae022278cc,valid,,revise,none,3,lost_negative_case;contextual_flattening,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_00b836ae022278cc.json
qwen3:8b,qwen3_8b,goemotions,PKT_00bf672224e98002,valid,,revise,none,3,contextual_flattening;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_00bf672224e98002.json
qwen3:8b,qwen3_8b,goemotions,PKT_00c12d0366996e50,valid,,revise,none,3,unsupported_abstraction;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_00c12d0366996e50.json
qwen3:8b,qwen3_8b,goemotions,PKT_00c1bf38e75c46fd,valid,,revise,none,3,lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_00c1bf38e75c46fd.json
qwen3:8b,qwen3_8b,goemotions,PKT_00ca29dabb31c5dd,valid,,revise,none,3,lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_00ca29dabb31c5dd.json
qwen3:8b,qwen3_8b,goemotions,PKT_00ca3c08c22e6626,valid,,escalate,both,3,lost_negative_case;contextual_flattening,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_00ca3c08c22e6626.json
qwen3:8b,qwen3_8b,goemotions,PKT_00caa4dc4336ec99,valid,,revise,none,3,unsupported_abstraction,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_00caa4dc4336ec99.json
qwen3:8b,qwen3_8b,goemotions,PKT_00cf774b6a88aa26,valid,,revise,none,3,unsupported_abstraction,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_00cf774b6a88aa26.json
qwen3:8b,qwen3_8b,goemotions,PKT_00dbff09dd40ac96,valid,,revise,none,3,unsupported_abstraction;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_00dbff09dd40ac96.json
qwen3:8b,qwen3_8b,goemotions,PKT_00df1ff4209f58fd,valid,,revise,none,3,lost_negative_case;contextual_flattening,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_00df1ff4209f58fd.json
qwen3:8b,qwen3_8b,goemotions,PKT_00e2aa7e06a2cc18,valid,,revise,none,3,contextual_flattening;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_00e2aa7e06a2cc18.json
qwen3:8b,qwen3_8b,goemotions,PKT_00e64d53d8ad922c,valid,,escalate,both,3,contextual_flattening;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_00e64d53d8ad922c.json
qwen3:8b,qwen3_8b,goemotions,PKT_00eed6398f7d64d9,valid,,revise,none,3,unsupported_abstraction;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_00eed6398f7d64d9.json
qwen3:8b,qwen3_8b,goemotions,PKT_00f10e3fd53ee0ab,valid,,revise,none,3,unsupported_abstraction,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_00f10e3fd53ee0ab.json
qwen3:8b,qwen3_8b,goemotions,PKT_010189f8da439eb4,valid,,revise,none,3,unsupported_abstraction,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_010189f8da439eb4.json
qwen3:8b,qwen3_8b,goemotions,PKT_0114161b87c47333,valid,,revise,none,3,contextual_flattening;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_0114161b87c47333.json
qwen3:8b,qwen3_8b,goemotions,PKT_0114b902a8695d11,valid,,revise,none,3,unsupported_abstraction,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_0114b902a8695d11.json
qwen3:8b,qwen3_8b,goemotions,PKT_01173b64772c494d,valid,,revise,none,3,unsupported_abstraction,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_01173b64772c494d.json
qwen3:8b,qwen3_8b,goemotions,PKT_01190686ff80d28e,valid,,revise,none,3,unsupported_abstraction;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_01190686ff80d28e.json
qwen3:8b,qwen3_8b,goemotions,PKT_011f8ee86e97218d,valid,,revise,none,3,unsupported_abstraction,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_011f8ee86e97218d.json
qwen3:8b,qwen3_8b,goemotions,PKT_011ff59ef6ec40ba,valid,,revise,none,3,contextual_flattening;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_011ff59ef6ec40ba.json
qwen3:8b,qwen3_8b,goemotions,PKT_01225f9ea4591ecb,valid,,revise,none,3,lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_01225f9ea4591ecb.json
qwen3:8b,qwen3_8b,goemotions,PKT_0129f6438df68cb1,valid,,revise,none,3,lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_0129f6438df68cb1.json
qwen3:8b,qwen3_8b,goemotions,PKT_012a892af8ab07b2,valid,,revise,none,3,lost_negative_case;contextual_flattening,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_012a892af8ab07b2.json
qwen3:8b,qwen3_8b,goemotions,PKT_012b5f36ac59d296,valid,,revise,none,3,hidden_source_concentration,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_012b5f36ac59d296.json
qwen3:8b,qwen3_8b,goemotions,PKT_0140642cdc127af3,valid,,revise,none,3,lost_negative_case;contextual_flattening,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_0140642cdc127af3.json
qwen3:8b,qwen3_8b,goemotions,PKT_0141243c61be6d35,valid,,revise,none,3,unsupported_abstraction,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_0141243c61be6d35.json
qwen3:8b,qwen3_8b,goemotions,PKT_014907b640301302,valid,,revise,none,3,contextual_flattening;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_014907b640301302.json
qwen3:8b,qwen3_8b,goemotions,PKT_014ba6a5ab27073f,valid,,revise,none,3,hidden_source_concentration,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_014ba6a5ab27073f.json
qwen3:8b,qwen3_8b,goemotions,PKT_014ed29fd632d69d,valid,,revise,none,3,unsupported_abstraction,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_014ed29fd632d69d.json
qwen3:8b,qwen3_8b,goemotions,PKT_014f863a5357dad9,valid,,revise,none,3,lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_014f863a5357dad9.json
qwen3:8b,qwen3_8b,goemotions,PKT_01504567dc114f63,valid,,revise,none,3,hidden_source_concentration,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_01504567dc114f63.json
qwen3:8b,qwen3_8b,goemotions,PKT_015a446078b3ad1a,valid,,revise,none,3,unsupported_abstraction;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_015a446078b3ad1a.json
qwen3:8b,qwen3_8b,goemotions,PKT_016561ebeb8bfde2,valid,,revise,none,3,hidden_source_concentration,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_016561ebeb8bfde2.json
qwen3:8b,qwen3_8b,goemotions,PKT_0167c66ee79066fb,valid,,revise,none,3,contextual_flattening;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_0167c66ee79066fb.json
qwen3:8b,qwen3_8b,goemotions,PKT_01718de685b1fd5f,valid,,revise,none,3,unsupported_abstraction,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_01718de685b1fd5f.json
qwen3:8b,qwen3_8b,goemotions,PKT_017449cee52eebde,valid,,revise,none,3,unsupported_abstraction;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_017449cee52eebde.json
qwen3:8b,qwen3_8b,goemotions,PKT_0183d464274c6638,valid,,revise,none,3,lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_0183d464274c6638.json
qwen3:8b,qwen3_8b,goemotions,PKT_018a3d52fcce28ed,valid,,revise,none,3,unsupported_abstraction,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_018a3d52fcce28ed.json
qwen3:8b,qwen3_8b,goemotions,PKT_018c68be09b20b9f,valid,,revise,none,3,lost_negative_case;contextual_flattening,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_018c68be09b20b9f.json
qwen3:8b,qwen3_8b,goemotions,PKT_018e6fc12bd9e0ac,valid,,revise,none,3,unsupported_abstraction,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_018e6fc12bd9e0ac.json
qwen3:8b,qwen3_8b,goemotions,PKT_01906b452d3a0088,valid,,revise,none,3,contextual_flattening;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_01906b452d3a0088.json
qwen3:8b,qwen3_8b,goemotions,PKT_01941e397d9a4d2a,valid,,revise,none,3,unsupported_abstraction;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_01941e397d9a4d2a.json
qwen3:8b,qwen3_8b,goemotions,PKT_01a014b0777209a7,valid,,revise,none,3,lost_negative_case;contextual_flattening,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_01a014b0777209a7.json
qwen3:8b,qwen3_8b,goemotions,PKT_01ab5ee2a10e6271,valid,,revise,none,3,lost_negative_case;contextual_flattening,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_01ab5ee2a10e6271.json
qwen3:8b,qwen3_8b,goemotions,PKT_01ac39b72feeb919,valid,,revise,none,3,contextual_flattening;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_01ac39b72feeb919.json
qwen3:8b,qwen3_8b,goemotions,PKT_01ac7a8f4dc9767b,valid,,revise,none,3,unsupported_abstraction;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_01ac7a8f4dc9767b.json
qwen3:8b,qwen3_8b,goemotions,PKT_01acee65328ca30c,valid,,revise,none,3,unsupported_abstraction,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_01acee65328ca30c.json
qwen3:8b,qwen3_8b,goemotions,PKT_01ae758a48f01868,valid,,revise,none,3,hidden_source_concentration,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_01ae758a48f01868.json
qwen3:8b,qwen3_8b,goemotions,PKT_01c8d1f29e51e32a,valid,,revise,none,3,lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_01c8d1f29e51e32a.json
